Job started at: Mon Apr 27 02:00:24 AM EDT 2026
Running on node: duchin-compute-01.cis.cornell.edu
Job ID: 935413
Array index: 11 / 54
Config: configs/exp1_lora_rank/exp1__lora_r16__gsm8k__seed2.yaml
[run_id] exp1__lora_r16__gsm8k__seed2
[config] {"run_id": "exp1__lora_r16__gsm8k__seed2", "experiment": "exp1", "seed": 2, "peft_method": "lora", "task": "gsm8k", "precision": "bf16", "max_steps": 3000, "per_device_train_batch_size": 4, "gradient_accumulation_steps": 8, "learning_rate": 0.0002, "max_seq_length": 512, "eval_batch_size": 1, "model_id": "Qwen/Qwen2.5-1.5B", "lora_rank": 16, "lora_alpha_mult": 2, "lora_dropout": 0.05, "lora_target_modules": ["q_proj", "v_proj"], "prefix_num_virtual_tokens": null, "ia3_target_modules": ["k_proj", "v_proj", "down_proj"], "ia3_feedforward_modules": ["down_proj"], "weight_decay": 0.0, "warmup_ratio": 0.03, "lr_scheduler_type": "cosine", "eval_max_examples": 500}
[params] trainable=2,179,072 / total=1,545,893,376 (0.1410%)
[data] gsm8k train rows: 7,473
{'loss': '0.5478', 'grad_norm': '0.02907', 'learning_rate': '0.0001089', 'epoch': '0.214'}
{'loss': '0.3591', 'grad_norm': '0.02569', 'learning_rate': '0.0002', 'epoch': '0.428'}
{'loss': '0.346', 'grad_norm': '0.02656', 'learning_rate': '0.0001998', 'epoch': '0.6421'}
{'loss': '0.3357', 'grad_norm': '0.02453', 'learning_rate': '0.0001993', 'epoch': '0.8561'}
{'loss': '0.3405', 'grad_norm': '0.0242', 'learning_rate': '0.0001985', 'epoch': '1.068'}
{'loss': '0.334', 'grad_norm': '0.02699', 'learning_rate': '0.0001975', 'epoch': '1.283'}
{'loss': '0.3307', 'grad_norm': '0.02717', 'learning_rate': '0.0001961', 'epoch': '1.497'}
{'loss': '0.3255', 'grad_norm': '0.0249', 'learning_rate': '0.0001945', 'epoch': '1.711'}
{'loss': '0.3251', 'grad_norm': '0.02646', 'learning_rate': '0.0001926', 'epoch': '1.925'}
{'loss': '0.3227', 'grad_norm': '0.02659', 'learning_rate': '0.0001904', 'epoch': '2.137'}
{'loss': '0.3139', 'grad_norm': '0.03433', 'learning_rate': '0.000188', 'epoch': '2.351'}
{'loss': '0.3121', 'grad_norm': '0.02836', 'learning_rate': '0.0001853', 'epoch': '2.565'}
{'loss': '0.3117', 'grad_norm': '0.03388', 'learning_rate': '0.0001823', 'epoch': '2.779'}
{'loss': '0.3149', 'grad_norm': '0.03097', 'learning_rate': '0.0001792', 'epoch': '2.993'}
{'loss': '0.2953', 'grad_norm': '0.02913', 'learning_rate': '0.0001757', 'epoch': '3.205'}
{'loss': '0.299', 'grad_norm': '0.03023', 'learning_rate': '0.0001721', 'epoch': '3.419'}
{'loss': '0.296', 'grad_norm': '0.03435', 'learning_rate': '0.0001683', 'epoch': '3.633'}
{'loss': '0.2953', 'grad_norm': '0.03405', 'learning_rate': '0.0001642', 'epoch': '3.848'}
{'loss': '0.292', 'grad_norm': '0.0341', 'learning_rate': '0.00016', 'epoch': '4.06'}
{'loss': '0.273', 'grad_norm': '0.03498', 'learning_rate': '0.0001556', 'epoch': '4.274'}
{'loss': '0.2761', 'grad_norm': '0.03868', 'learning_rate': '0.000151', 'epoch': '4.488'}
{'loss': '0.2832', 'grad_norm': '0.04766', 'learning_rate': '0.0001463', 'epoch': '4.702'}
{'loss': '0.2804', 'grad_norm': '0.03722', 'learning_rate': '0.0001415', 'epoch': '4.916'}
{'loss': '0.2656', 'grad_norm': '0.05413', 'learning_rate': '0.0001365', 'epoch': '5.128'}
{'loss': '0.2538', 'grad_norm': '0.04465', 'learning_rate': '0.0001314', 'epoch': '5.342'}
{'loss': '0.2607', 'grad_norm': '0.04109', 'learning_rate': '0.0001262', 'epoch': '5.556'}
{'loss': '0.2598', 'grad_norm': '0.043', 'learning_rate': '0.000121', 'epoch': '5.77'}
{'loss': '0.2615', 'grad_norm': '0.04996', 'learning_rate': '0.0001157', 'epoch': '5.984'}
{'loss': '0.2396', 'grad_norm': '0.04982', 'learning_rate': '0.0001103', 'epoch': '6.197'}
