Job: 944116 array 1/18  cfg=configs/exp2/gsm8k/exp2__lora_r16_fp32__gsm8k__seed1.yaml
[run_id] exp2__lora_r16_fp32__gsm8k__seed1
[config] {"run_id": "exp2__lora_r16_fp32__gsm8k__seed1", "experiment": "exp2", "seed": 1, "peft_method": "lora", "task": "gsm8k", "precision": "fp32", "max_steps": 3000, "per_device_train_batch_size": 2, "gradient_accumulation_steps": 16, "learning_rate": 0.0002, "max_seq_length": 512, "eval_batch_size": 1, "model_id": "Qwen/Qwen2.5-1.5B", "lora_rank": 16, "lora_alpha_mult": 2, "lora_dropout": 0.05, "lora_target_modules": ["q_proj", "v_proj"], "prefix_num_virtual_tokens": null, "ia3_target_modules": ["k_proj", "v_proj", "down_proj"], "ia3_feedforward_modules": ["down_proj"], "weight_decay": 0.0, "warmup_ratio": 0.03, "lr_scheduler_type": "cosine", "eval_max_examples": 500}
[params] trainable=2,179,072 / total=1,545,893,376 (0.1410%)
[data] gsm8k train rows: 7,473
{'loss': '0.5369', 'grad_norm': '0.01716', 'learning_rate': '0.0001089', 'epoch': '0.2141'}
{'loss': '0.3519', 'grad_norm': '0.01078', 'learning_rate': '0.0002', 'epoch': '0.4282'}
{'loss': '0.3506', 'grad_norm': '0.01094', 'learning_rate': '0.0001998', 'epoch': '0.6422'}
{'loss': '0.3462', 'grad_norm': '0.01451', 'learning_rate': '0.0001993', 'epoch': '0.8563'}
{'loss': '0.3382', 'grad_norm': '0.01235', 'learning_rate': '0.0001985', 'epoch': '1.069'}
{'loss': '0.3291', 'grad_norm': '0.01338', 'learning_rate': '0.0001975', 'epoch': '1.283'}
{'loss': '0.3342', 'grad_norm': '0.01574', 'learning_rate': '0.0001961', 'epoch': '1.497'}
{'loss': '0.3234', 'grad_norm': '0.01175', 'learning_rate': '0.0001945', 'epoch': '1.711'}
{'loss': '0.3271', 'grad_norm': '0.01412', 'learning_rate': '0.0001926', 'epoch': '1.925'}
{'loss': '0.32', 'grad_norm': '0.01447', 'learning_rate': '0.0001904', 'epoch': '2.137'}
{'loss': '0.3126', 'grad_norm': '0.01621', 'learning_rate': '0.000188', 'epoch': '2.351'}
{'loss': '0.3112', 'grad_norm': '0.01403', 'learning_rate': '0.0001853', 'epoch': '2.565'}
{'loss': '0.3105', 'grad_norm': '0.01467', 'learning_rate': '0.0001823', 'epoch': '2.779'}
{'loss': '0.3145', 'grad_norm': '0.01425', 'learning_rate': '0.0001792', 'epoch': '2.993'}
{'loss': '0.2992', 'grad_norm': '0.01621', 'learning_rate': '0.0001757', 'epoch': '3.206'}
{'loss': '0.2897', 'grad_norm': '0.01884', 'learning_rate': '0.0001721', 'epoch': '3.42'}
{'loss': '0.2958', 'grad_norm': '0.01624', 'learning_rate': '0.0001683', 'epoch': '3.634'}
{'loss': '0.2964', 'grad_norm': '0.01544', 'learning_rate': '0.0001642', 'epoch': '3.848'}
{'loss': '0.2896', 'grad_norm': '0.01783', 'learning_rate': '0.00016', 'epoch': '4.06'}
{'loss': '0.2757', 'grad_norm': '0.01705', 'learning_rate': '0.0001556', 'epoch': '4.274'}
{'loss': '0.2788', 'grad_norm': '0.02633', 'learning_rate': '0.000151', 'epoch': '4.488'}
{'loss': '0.273', 'grad_norm': '0.0187', 'learning_rate': '0.0001463', 'epoch': '4.702'}
{'loss': '0.2768', 'grad_norm': '0.02084', 'learning_rate': '0.0001415', 'epoch': '4.916'}
{'loss': '0.2619', 'grad_norm': '0.02038', 'learning_rate': '0.0001365', 'epoch': '5.128'}
{'loss': '0.2518', 'grad_norm': '0.02022', 'learning_rate': '0.0001314', 'epoch': '5.343'}
{'loss': '0.2621', 'grad_norm': '0.0226', 'learning_rate': '0.0001262', 'epoch': '5.557'}
{'loss': '0.2615', 'grad_norm': '0.02256', 'learning_rate': '0.000121', 'epoch': '5.771'}
{'loss': '0.2547', 'grad_norm': '0.02538', 'learning_rate': '0.0001157', 'epoch': '5.985'}
{'loss': '0.2399', 'grad_norm': '0.02412', 'learning_rate': '0.0001103', 'epoch': '6.197'}
{'loss': '0.2377', 'grad_norm': '0.02375', 'learning_rate': '0.000105', 'epoch': '6.411'}
{'loss': '0.2311', 'grad_norm': '0.0239', 'learning_rate': '9.957e-05', 'epoch': '6.625'}
{'loss': '0.2455', 'grad_norm': '0.023', 'learning_rate': '9.417e-05', 'epoch': '6.839'}
{'loss': '0.2363', 'grad_norm': '0.02199', 'learning_rate': '8.88e-05', 'epoch': '7.051'}
{'loss': '0.2199', 'grad_norm': '0.02632', 'learning_rate': '8.345e-05', 'epoch': '7.265'}
{'loss': '0.2268', 'grad_norm': '0.03204', 'learning_rate': '7.815e-05', 'epoch': '7.48'}
{'loss': '0.2192', 'grad_norm': '0.02332', 'learning_rate': '7.292e-05', 'epoch': '7.694'}
{'loss': '0.2234', 'grad_norm': '0.02853', 'learning_rate': '6.777e-05', 'epoch': '7.908'}
{'loss': '0.2165', 'grad_norm': '0.03101', 'learning_rate': '6.271e-05', 'epoch': '8.12'}
{'loss': '0.2039', 'grad_norm': '0.03069', 'learning_rate': '5.775e-05', 'epoch': '8.334'}
{'loss': '0.2129', 'grad_norm': '0.02729', 'learning_rate': '5.293e-05', 'epoch': '8.548'}
{'loss': '0.2049', 'grad_norm': '0.02875', 'learning_rate': '4.823e-05', 'epoch': '8.762'}
{'loss': '0.2133', 'grad_norm': '0.0309', 'learning_rate': '4.369e-05', 'epoch': '8.976'}
{'loss': '0.2005', 'grad_norm': '0.02884', 'learning_rate': '3.932e-05', 'epoch': '9.188'}
{'loss': '0.1996', 'grad_norm': '0.02598', 'learning_rate': '3.512e-05', 'epoch': '9.402'}
{'loss': '0.2013', 'grad_norm': '0.02752', 'learning_rate': '3.111e-05', 'epoch': '9.617'}
{'loss': '0.1976', 'grad_norm': '0.0275', 'learning_rate': '2.73e-05', 'epoch': '9.831'}
{'loss': '0.1943', 'grad_norm': '0.02995', 'learning_rate': '2.37e-05', 'epoch': '10.04'}
{'loss': '0.1896', 'grad_norm': '0.03011', 'learning_rate': '2.032e-05', 'epoch': '10.26'}
{'loss': '0.1928', 'grad_norm': '0.03008', 'learning_rate': '1.718e-05', 'epoch': '10.47'}
{'loss': '0.1857', 'grad_norm': '0.02999', 'learning_rate': '1.427e-05', 'epoch': '10.69'}
