Job started at: Mon Apr 27 07:49:07 AM EDT 2026
Running on node: duchin-compute-01.cis.cornell.edu
Job ID: 939451
Array index: 38 / 54
Config: configs/exp1_lora_rank/exp1__lora_r64__gsm8k__seed2.yaml
[run_id] exp1__lora_r64__gsm8k__seed2
[config] {"run_id": "exp1__lora_r64__gsm8k__seed2", "experiment": "exp1", "seed": 2, "peft_method": "lora", "task": "gsm8k", "precision": "bf16", "max_steps": 3000, "per_device_train_batch_size": 4, "gradient_accumulation_steps": 8, "learning_rate": 0.0002, "max_seq_length": 512, "eval_batch_size": 1, "model_id": "Qwen/Qwen2.5-1.5B", "lora_rank": 64, "lora_alpha_mult": 2, "lora_dropout": 0.05, "lora_target_modules": ["q_proj", "v_proj"], "prefix_num_virtual_tokens": null, "ia3_target_modules": ["k_proj", "v_proj", "down_proj"], "ia3_feedforward_modules": ["down_proj"], "weight_decay": 0.0, "warmup_ratio": 0.03, "lr_scheduler_type": "cosine", "eval_max_examples": 500}
[params] trainable=8,716,288 / total=1,552,430,592 (0.5615%)
[data] gsm8k train rows: 7,473
{'loss': '0.4818', 'grad_norm': '0.03628', 'learning_rate': '0.0001089', 'epoch': '0.214'}
{'loss': '0.3493', 'grad_norm': '0.03463', 'learning_rate': '0.0002', 'epoch': '0.428'}
{'loss': '0.3408', 'grad_norm': '0.03392', 'learning_rate': '0.0001998', 'epoch': '0.6421'}
{'loss': '0.3312', 'grad_norm': '0.03052', 'learning_rate': '0.0001993', 'epoch': '0.8561'}
{'loss': '0.3334', 'grad_norm': '0.03424', 'learning_rate': '0.0001985', 'epoch': '1.068'}
{'loss': '0.3189', 'grad_norm': '0.03277', 'learning_rate': '0.0001975', 'epoch': '1.283'}
{'loss': '0.317', 'grad_norm': '0.03384', 'learning_rate': '0.0001961', 'epoch': '1.497'}
{'loss': '0.3133', 'grad_norm': '0.03441', 'learning_rate': '0.0001945', 'epoch': '1.711'}
{'loss': '0.3137', 'grad_norm': '0.03375', 'learning_rate': '0.0001926', 'epoch': '1.925'}
{'loss': '0.2967', 'grad_norm': '0.03691', 'learning_rate': '0.0001904', 'epoch': '2.137'}
{'loss': '0.2811', 'grad_norm': '0.03831', 'learning_rate': '0.000188', 'epoch': '2.351'}
{'loss': '0.2801', 'grad_norm': '0.03761', 'learning_rate': '0.0001853', 'epoch': '2.565'}
